"Data";"TCL";"TCL1";"TCL2";"CP1";"CP2";"SUS1";"SUS2"
"2022-06-02 19:13:11";0,552058111380145;0,430051813471503;0,659090909090909;109;146;26;1
"2022-06-02 19:13:11";0,552058111380145;0,430051813471503;0,659090909090909;109;146;26;1
