"data";"tcl_calculada";"iad_calculado";"tcl1";"tcl2";"cp1";"cp2";"sus1";"sus2";"tbaix1";"tbaix2";"cn1";"cn2"
"2022-06-02 19:38:23";0,552058111380145;1,38059701492537;0,430051813471503;0,659090909090909;109;146;26;1;110;75;35;99
